tempmax,tempmin,temp,humidity,precip,precipprob,precipcover,windspeed,sealevelpressure,month,dayofweek,weekofyear,temp_humidity,temp_range,heat_index,conditions
30,24.4,27.8,94.2,35.527,100,12.5,16.6,996.6,8,1,32,2618.76,5.6,175.9792624,"Rain, Partially cloudy"
38.4,30,33.8,56.9,0.6,100,4.17,17.7,996.6,6,2,24,1923.22,8.4,152.3293471,"Rain, Partially cloudy"
36,25,30.2,74,0.851,100,4.17,13,996.7,6,2,26,2234.8,11,175.4345877,"Rain, Partially cloudy"
38,29,32.5,68.9,0.149,100,4.17,16.6,996.7,7,3,28,2239.25,9,163.3756329,"Rain, Partially cloudy"
31.1,25,27.5,93.3,44.428,100,12.5,11.4,1000.2,8,5,33,2565.75,6.1,179.0761323,"Rain, Overcast"
34.2,26,28.6,88.4,9,100,4.17,20.5,996.7,7,3,30,2528.24,8.2,177.4220242,"Rain, Partially cloudy"
32.4,28,29.6,87.4,0.51,100,4.17,18.4,996.8,7,4,27,2587.04,4.4,172.2241954,"Rain, Partially cloudy"
37.2,25.3,32.1,66.6,26.494,100,8.33,21.3,996.8,7,0,27,2137.86,11.9,164.9072782,"Rain, Partially cloudy"
31.8,26,28.9,88.6,0.538,100,8.33,10.6,996.9,8,4,33,2560.54,5.8,175.3709901,"Rain, Partially cloudy"
34,25.5,29.5,87.2,9.747,100,4.17,14.8,997.2,7,2,27,2572.4,8.5,173.0074661,"Rain, Partially cloudy"
37.1,28,32.1,61.7,3.403,100,4.17,18.4,997.2,6,0,26,1980.57,9.1,162.8936528,"Rain, Partially cloudy"
35.8,28,31.6,75.7,0,0,0,14.8,1002.1,8,5,34,2392.12,7.8,167.5469575,Partially cloudy
41,27,34,51,20.046,100,8.33,32.7,997.2,7,4,26,1734,14,146.2639759,"Rain, Partially cloudy"
34.1,27,30.7,84.1,5.955,100,4.17,11.2,997.3,7,3,29,2581.87,7.1,168.4406371,"Rain, Partially cloudy"
36.6,25.3,31.3,72.6,0.299,100,4.17,18.4,997.3,7,5,28,2272.38,11.3,169.6169813,"Rain, Partially cloudy"
32.6,27,29.5,72,0,0,0,15,1004.2,8,2,35,2124,5.6,179.3162887,Partially cloudy
32.7,26.9,29.3,83.2,3.449,100,12.5,19.8,997.3,7,0,30,2437.76,5.8,177.2636028,"Rain, Partially cloudy"
35.3,27,30.5,71.2,0,0,0,7.8,1008.6,9,4,37,2171.6,8.3,173.8498962,Partially cloudy
36.1,27,31.2,69.5,0,0,0,16.6,1005.8,9,5,37,2168.4,9.1,170.0109062,Partially cloudy
34.1,22.9,29.5,66.2,0,0,0,18.4,1003.4,9,0,38,1952.9,11.2,177.9002059,Partially cloudy
35.1,24.3,29.5,61.4,0,0,0,14,1003.9,9,1,38,1811.3,10.8,175.1311125,Clear
35.3,24.4,29.6,63,0,0,0,18.4,1003.7,9,2,38,1864.8,10.9,175.7126973,Clear
35.1,25,29.8,66.7,0,0,0,11.9,1003.5,9,3,38,1987.66,10.1,176.5399163,Clear
36.9,28.5,32.2,71.8,0.897,100,8.33,29.9,997.3,8,3,32,2311.96,8.4,164.9834104,"Rain, Partially cloudy"
33,24,28.9,77.6,0,0,0,16.8,1003.1,9,6,38,2242.64,9,182.1518908,Partially cloudy
34,26.9,30,74.4,0,0,0,12.2,1002.4,9,0,39,2232,7.1,176.4969832,Partially cloudy
38,24,31.6,66.5,5.955,100,4.17,18.4,997.4,6,4,23,2101.4,14,167.3388299,"Rain, Partially cloudy"
36.2,26,31.1,73.7,42.532,100,8.33,19.3,997.4,7,3,29,2292.07,10.2,170.5874619,"Rain, Partially cloudy"
34.4,23.8,28.7,77,28.552,100,4.17,29.4,997.4,7,0,29,2209.9,10.6,183.46511,"Rain, Partially cloudy"
35,25,29.4,74.3,0,0,0,11.2,1006,9,5,39,2184.42,10,179.8545126,Partially cloudy
36.1,27,31,72.9,0.7,100,12.5,15.3,997.5,7,5,26,2259.9,9.1,171.1902796,"Rain, Partially cloudy"
35,27.2,31.1,76.2,0.51,100,4.17,16.6,997.5,7,0,28,2369.82,7.8,170.1175299,"Rain, Partially cloudy"
31.4,26.6,28.7,91,0.851,100,4.17,16.6,997.5,7,0,30,2611.7,4.8,174.1165843,"Rain, Partially cloudy"
32,24,27.7,77.4,0,0,0,18.4,1008,10,0,42,2143.98,8,189.3041361,Partially cloudy
32.4,23,26.7,74.3,0,0,0,14.8,1009.1,10,1,42,1983.81,9.4,195.5700266,Partially cloudy
33.2,22,27.5,71.3,0,0,0,9.4,1010.4,10,3,42,1960.75,11.2,190.4839473,Clear
32.6,23,27.3,72.4,0,0,0,12.2,1011.4,10,4,42,1976.52,9.6,191.8340848,Clear
32.5,21,25.8,66.3,0,0,0,15.5,1012,10,5,42,1710.54,11.5,198.1458479,Clear
32,19,25.2,64.1,0,0,0,9.4,1011.6,10,6,42,1615.32,13,199.9436204,Clear
31,19,24.8,63.8,0,0,0,12.7,1009.8,10,0,43,1582.24,12,201.951393,Clear
33,18,24.9,65.6,0,0,0,9.4,1011.4,10,1,43,1633.44,15,202.8313298,Clear
31.6,19.9,25.2,67.6,0,0,0,11.2,1013.5,10,2,43,1703.52,11.7,202.4087147,Clear
30.2,19.6,25,69.1,0,0,0,8.6,1013.7,10,3,43,1727.5,10.6,204.3992609,Partially cloudy
29.4,19,24.1,71.4,0,0,0,11.2,1011.9,10,4,43,1720.74,10.4,210.9048147,Clear
30,19,24.2,71.7,0,0,0,8.3,1011.6,10,5,43,1735.14,11,210.3912677,Clear
30.1,18.4,22.9,69.5,0,0,0,11.7,1010.9,10,6,43,1591.55,11.7,217.5043153,Clear
30.1,18,23.1,62.2,0,0,0,16.6,1010.2,10,0,44,1436.82,12.1,210.0987792,Clear
31,17,22.8,63.9,0,0,0,10.9,1011.4,10,1,44,1456.92,14,213.6493175,Clear
32,16,23.7,60.4,0,0,0,16.6,1012.9,10,2,44,1431.48,16,204.629,Clear
30.1,18.9,24.5,57.8,0,0,0,14,1013.8,10,3,44,1416.1,11.2,197.0341279,Clear
25.6,11,17.7,61.2,0,0,0,16.6,1014.4,11,2,46,1083.24,14.6,241.5008186,Clear
25.1,11,17.1,59.4,0,0,0,14.8,1014.9,11,3,46,1015.74,14.1,242.2097112,Clear
25.6,9.6,17.3,59.5,0,0,0,11.2,1016.2,11,4,46,1029.35,16,241.1368771,Clear
26.3,11.2,17.2,61.5,0,0,0,7.6,1017.7,11,5,46,1057.8,15.1,245.1866666,Clear
25.1,9.6,16.9,58.1,0,0,0,15.8,1017.8,11,6,46,981.89,15.5,241.0200515,Clear
27,10,17.7,53.8,0,0,0,18.4,1016.8,11,0,47,952.26,17,227.3641797,Clear
26.5,10.6,18.1,56.1,0,0,0,19.9,1015.5,11,1,47,1015.41,15.9,229.8804587,Clear
27.7,11,18.2,55.9,0,0,0,10.7,1013.2,11,2,47,1017.38,16.7,228.8985854,Clear
27.7,11,18.9,59.7,0,0,0,13,1012.3,11,3,47,1128.33,16.7,231.6070805,Clear
26,12.2,18.3,69,0,0,0,9.4,1015.3,11,4,47,1262.7,13.8,247.4578845,Clear
27,11.6,18.3,69.8,0,0,0,10.9,1014.8,11,5,47,1277.34,15.4,248.183383,Clear
27.2,10.8,18.8,60.5,0,0,0,14.5,1014.6,11,6,47,1137.4,16.4,233.5006366,Clear
28.2,13,19.6,58.8,0,0,0,22.3,1013.4,11,0,48,1152.48,15.2,225.9340033,Clear
28.2,14,20.1,56,0,0,0,22.3,1012,11,1,48,1125.6,14.2,218.2136066,Clear
27.6,12.7,19.4,60.9,0,0,0,13,1014,11,2,48,1181.46,14.9,230.4278495,Clear
27.6,12.6,19.1,62.7,0,0,0,13,1017.2,11,3,48,1197.57,15,234.8749497,Clear
27,11.2,17.9,65.2,0,0,0,19.8,1017.2,11,4,48,1167.08,15.8,245.968041,Clear
27.2,11,17.7,61.5,0,0,0,19.9,1015.6,11,5,48,1088.55,16.2,241.980727,Clear
24.2,10,16,66.5,0,0,0,22.3,1012,12,4,50,1064,14.2,260.638633,Clear
24.2,9.7,15.4,73.6,0,0,0,10.4,1012.4,12,5,50,1133.44,14.5,272.4485229,Clear
23.6,10.9,16.3,74,0,0,0,13,1014.3,12,6,50,1206.2,12.7,265.9156537,Clear
24,10.4,15.7,83.3,0,0,0,6.6,1015.1,12,0,51,1307.81,13.6,273.4692086,Clear
23,10,15.3,87.8,0,0,0,8.6,1014.1,12,1,51,1343.34,13,275.7044349,Partially cloudy
22,10.1,15.2,91.6,0,0,0,12.2,1012.4,12,2,51,1392.32,11.9,274.34927,Partially cloudy
21.5,11.9,16.2,88.2,0,0,0,14,1012.2,12,3,51,1428.84,9.6,267.9415734,Clear
18.9,13,15,93.6,0,0,0,13,1015.4,12,4,51,1404,5.9,274.4532674,Partially cloudy
16,13,14.2,96.6,0,0,0,11.2,1016.5,12,5,51,1371.72,3,278.5479406,Partially cloudy
17.2,13,15.1,93.2,0,0,0,11.2,1017.9,12,6,51,1407.32,4.2,273.9304853,Partially cloudy
18,11,14,93.3,0,0,0,18.1,1020,12,0,52,1306.2,7,283.5931819,Partially cloudy
19.3,9,12.6,87,0,0,0,18.4,1021.1,12,1,52,1096.2,10.3,299.447942,Partially cloudy
20,6,12.3,68.9,0,0,0,25.7,1020.2,12,2,52,847.47,14,291.1385847,Clear
20.1,5.4,12.2,62.1,0,0,0,17.7,1019.3,12,3,52,757.62,14.7,280.1640497,Clear
36,26,31.8,69.3,4.403,100,4.17,18.4,997.5,7,2,27,2203.74,10,166.9228406,"Rain, Partially cloudy"
19.3,5,11.6,61.5,0,0,0,16.2,1018.5,12,5,52,713.4,14.3,283.183885,Clear
18.7,3.5,10.5,63.2,0,0,0,16.6,1018.2,12,6,52,663.6,15.2,294.791852,Clear
35.6,28.9,32.3,73.1,0.3,100,8.33,13,997.6,7,6,28,2361.13,6.7,164.3602098,"Rain, Partially cloudy"
16.9,8.9,13.4,87.8,1.8,100,12.5,17.6,1019.6,12,1,1,1176.52,8,292.140432,"Rain, Overcast"
20.8,7.9,13.5,73.6,0,0,0,11.2,1019.4,1,0,3,993.6,12.9,287.209357,Partially cloudy
21.5,7.4,14.2,75.4,0,0,0,13,1016.8,1,1,3,1070.68,14.1,283.1075397,Partially cloudy
16,9.4,12,93,0,0,0,9.4,1018.8,1,2,3,1116,6.6,302.1029133,Partially cloudy
15.3,9.4,12.1,94.7,0,0,0,10.4,1019.1,1,3,3,1145.87,5.9,299.8070553,Partially cloudy
32.3,26,28.3,86.3,0.5,100,12.5,16.2,997.6,7,2,31,2442.29,6.3,181.1273165,"Rain, Partially cloudy"
38.8,27.8,34.2,60,1.149,100,4.17,18.4,997.6,6,3,23,2052,11,152.6103889,"Rain, Partially cloudy"
19.7,10,13.8,85.3,0,0,0,14.8,1023.4,1,6,3,1177.14,9.7,289.2326631,Partially cloudy
21,8,13.1,88.6,0,0,0,10.4,1020.9,1,0,4,1160.66,13,294.5126666,Partially cloudy
32.5,27.4,29.4,86,1.045,100,4.17,22.3,997.6,7,5,28,2528.4,5.1,174.6347035,"Rain, Partially cloudy"
35.2,27.9,30,85.3,3.966,100,4.17,10.8,997.7,8,6,31,2559,7.3,171.6145554,"Rain, Partially cloudy"
19.5,12.7,15.4,94.3,0,0,0,11.8,1020.3,1,3,4,1452.22,6.8,270.2867291,Partially cloudy
17.3,11,13.1,93.8,0,0,0,16.6,1018.9,1,4,4,1228.78,6.3,291.3236084,Partially cloudy
14.1,10,11.2,99.2,0,0,0,14.8,1019.2,1,5,4,1111.04,4.1,303.6096406,Partially cloudy
20,9,13.2,90.9,0,0,0,14.2,1018.8,1,6,4,1199.88,11,292.4945796,Partially cloudy
23.2,8.4,15,81.9,0,0,0,21.3,1018.8,1,0,5,1228.5,14.8,279.1973622,Clear
23.2,8.6,15.6,77.1,0,0,0,20.5,1016.8,1,1,5,1202.76,14.6,273.0503773,Clear
22,11,15.5,83.1,0,0,0,17.3,1017.5,1,2,5,1288.05,11,275.1197915,Partially cloudy
22.4,11,14.6,91.6,0,0,0,9.6,1018.9,1,3,5,1337.36,11.4,279.5874021,Partially cloudy
19.8,10,13.2,94.9,0,0,0,11.2,1019.1,1,4,5,1252.68,9.8,289.4257544,Partially cloudy
22.1,6,14.1,67.5,0,0,0,18.4,1012.8,2,3,7,951.75,16.1,275.6303697,Partially cloudy
14.1,11,13,93.5,41.681,100,12.5,14.5,1012.1,2,4,7,1215.5,3.1,292.4866556,"Rain, Overcast"
17,10,12.7,90,0,0,0,9.4,1011.6,2,5,7,1143,7,297.4921961,Partially cloudy
19.1,6,12.7,85.7,0,0,0,18.4,1014.7,2,6,7,1088.39,13.1,298.7722013,Partially cloudy
21,7.6,13.8,77.1,0,0,0,28.1,1017.4,2,0,8,1063.98,13.4,287.4030317,Clear
22.7,8,14.6,68.4,0,0,0,22.3,1017.4,2,1,8,998.64,14.7,273.1519384,Clear
22.1,7.9,15,71.4,0,0,0,10.4,1016.7,2,2,8,1071,14.2,273.5545155,Partially cloudy
24,10.1,16.3,72.2,0,0,0,12.2,1014.4,2,3,8,1176.86,13.9,264.5709931,Clear
24.1,10.3,17,72.3,0,0,0,18.4,1014.1,2,4,8,1229.1,13.8,259.5016816,Partially cloudy
32.5,27.5,29.7,86.3,3.045,100,8.33,13,997.7,8,4,31,2563.11,5,172.5849239,"Rain, Partially cloudy"
21,12,15.7,86.3,0,0,0,14.8,1019.1,2,6,8,1354.91,9,272.8937514,Partially cloudy
22.2,9,15.2,77,0,0,0,14.8,1018.9,2,0,9,1170.4,13.2,276.1482238,Partially cloudy
24.5,10.4,17.4,67.3,0,0,0,11.2,1017.2,2,1,9,1171.02,14.1,251.891974,Partially cloudy
33,25.9,28.8,86.4,0.2,100,4.17,13.7,997.7,7,6,29,2488.32,7.1,177.9564185,"Rain, Partially cloudy"
34,28,30.1,87.2,30.954,100,12.5,16.6,997.7,7,0,29,2624.72,6,169.4144135,"Rain, Partially cloudy"
28.8,25.2,27,96.4,73.254,100,20.83,20.5,997.7,8,3,33,2602.8,3.6,178.219667,"Rain, Partially cloudy"
25.2,11.6,18.8,62.1,0,0,0,20.5,1016.4,3,3,11,1167.48,13.6,235.9183134,Clear
26.2,11.4,19,61.3,0,0,0,14.8,1015.2,3,4,11,1164.7,14.8,233.4911817,Clear
28.6,12.4,21.2,59.9,0,0,0,10.9,1016.3,3,5,11,1269.88,16.2,218.2163686,Clear
30.8,14.6,22.8,57.6,0,0,0,18.4,1015.8,3,6,11,1313.28,16.2,205.8740943,Clear
33.7,15.9,24.7,59.8,0,0,0,17.6,1012.4,3,0,12,1477.06,17.8,198.4406166,Partially cloudy
35,27,30.3,77.9,19.909,100,8.33,11.3,997.8,7,5,28,2360.37,8,174.036891,"Rain, Partially cloudy"
27.7,15,21.6,61,0,0,0,26.7,1013.5,3,2,12,1317.6,12.7,217.3798324,Clear
27.7,14,21.2,56,0,0,0,18.4,1011.4,3,3,12,1187.2,13.7,212.0963359,Partially cloudy
31.5,15,23.1,56.4,0,0,0,18.4,1008,3,4,12,1302.84,16.5,202.4640635,Partially cloudy
31.5,18,24.6,56.7,0,0,0,14,1007.1,3,5,12,1394.82,13.5,195.0271764,Clear
32.7,27,29.8,70.1,0.015,100,4.17,14.8,997.8,6,2,24,2088.98,5.7,177.4670578,"Rain, Partially cloudy"
37,28.8,33,74.6,0.03,100,4.17,14.8,997.8,7,6,30,2461.8,8.2,160.4978466,"Rain, Partially cloudy"
31.1,17,24.5,60.2,0,0,0,10.4,1011.2,3,1,13,1474.9,14.1,199.9873297,Partially cloudy
31.7,20.7,25.3,54.3,0,0,0,14,1011.1,3,2,13,1373.79,11,188.0416272,Partially cloudy
31.6,25,28.1,90.8,0.1,100,4.17,14.8,997.8,6,1,25,2551.48,6.6,178.1248362,"Rain, Partially cloudy"
30.9,26.2,27.8,93.4,28.703,100,16.67,15.3,997.8,6,4,26,2596.52,4.7,177.0030827,"Rain, Partially cloudy"
36.5,27.6,33.1,57.4,0.085,100,4.17,15.8,997.8,7,6,26,1899.94,8.9,155.6429955,"Rain, Partially cloudy"
30.1,17.2,24.3,49.6,0,0,0,29.6,1010.7,3,6,13,1205.28,12.9,184.811449,Partially cloudy
30.5,15,23.9,47.3,0,0,0,27.7,1009,3,0,14,1130.47,15.5,182.0016152,Partially cloudy
32,27,28.8,85.9,2.344,100,12.5,16.6,997.8,7,1,30,2473.92,5,178.3603961,"Rain, Partially cloudy"
33.1,22.7,27.9,39,0,0,0,14.3,1011.3,4,0,16,1088.1,10.4,148.2587093,Partially cloudy
36.1,22.2,29.6,39.6,0,0,0,11.2,1010.3,4,1,16,1172.16,13.9,144.0292502,Partially cloudy
32.2,26,28.3,92.5,148.012,100,8.33,16.6,997.8,7,3,30,2617.75,6.2,174.9016844,"Rain, Partially cloudy"
32.4,22,27.4,41,0,0,0,24.1,1007.3,4,3,16,1123.4,10.4,154.460125,Partially cloudy
35.8,25,31.1,77.7,12.838,100,8.33,22.3,997.8,8,2,33,2416.47,10.8,169.6542553,"Rain, Partially cloudy"
33,20,25.8,52.8,0,0,0,13,1011.9,4,5,16,1362.24,13,183.342007,Partially cloudy
35,20.4,28.2,40.4,0,0,0,13,1011.4,4,6,16,1139.28,14.6,150.3726792,Partially cloudy
37,20.6,29.1,30.6,0,0,0,16.9,1010.8,4,0,17,890.46,16.4,123.8780101,Partially cloudy
37.4,23,30.1,28,0,0,0,25.3,1012.6,4,1,17,842.8,14.4,114.5966581,Clear
37,23,30,31,0,0,0,16.6,1010.3,4,2,17,930,14,122.8263432,Partially cloudy
38,22.8,31,30.5,0,0,0,22.3,1007.2,4,3,17,945.5,15.2,119.2704016,Clear
38.6,22.7,31.6,29.4,0,0,0,20.2,1007.2,4,4,17,929.04,15.9,115.2163729,Clear
39,24.2,32.3,29.1,0,0,0,20.1,1006.9,4,5,17,939.93,14.8,113.0396366,Partially cloudy
40,23.6,31.5,29.4,0,0,0,21.3,1008,4,6,17,926.1,16.4,115.4245899,Clear
41,21,32.5,23.9,0,0,0,24.6,1006.9,4,0,18,776.75,20,99.17642726,Clear
41,23.9,33.5,24.3,0,0,0,24.3,1005.4,4,1,18,814.05,17.1,98.80090063,Clear
43.6,25.1,34.5,21.8,0,0,0,17.3,1005.1,4,2,18,752.1,18.5,90.94773077,Clear
32.6,24,27,90.9,38.279,100,16.67,26.6,997.8,6,6,24,2454.3,8.6,185.1248688,"Rain, Partially cloudy"
35.8,28,31.1,79.8,0.766,100,4.17,13.8,997.9,8,6,33,2481.78,7.8,168.7772137,"Rain, Partially cloudy"
35,23,28.9,50.4,0,0,0,20.6,1005.6,5,3,20,1456.56,12,165.8437187,Partially cloudy
36.5,25,30.7,45.8,0,0,0,19.5,1004.5,5,4,20,1406.06,11.5,151.664593,Clear
37,25,30.4,46.7,0,0,0,27.2,1007.7,5,5,20,1419.68,12,154.2150344,Partially cloudy
39,25,31.9,41.6,0,0,0,23.6,1008,5,6,20,1327.04,14,140.4561831,Clear
38,25.5,32.2,33.8,0,0,0,21.6,1008,5,0,21,1088.36,12.5,124.1905664,Clear
40.5,26.1,33.2,30.5,0,0,0,20,1006.3,5,1,21,1012.6,14.4,114.5084384,Clear
38,26.3,33.1,30.2,0,0,0,22.5,1004,5,2,21,999.62,11.7,114.0276869,Clear
42,25.4,33.9,29.7,0,0,0,24,1001.4,5,3,21,1006.83,16.6,111.2605434,Clear
38.6,29.4,32.3,67.6,0.03,100,4.17,16.6,997.9,7,3,28,2183.48,9.2,164.1594144,"Rain, Partially cloudy"
31.8,26,28.1,90.4,3.046,100,12.5,16.6,997.9,7,5,30,2540.24,5.8,178.5557741,"Rain, Partially cloudy"
39,23.6,32,42.9,0,0,0,22.3,1006.1,5,6,21,1372.8,15.4,142.3591397,Partially cloudy
34.4,26.4,29.1,85.7,17.955,100,12.5,18.8,997.9,7,6,29,2493.87,8,176.6892901,"Rain, Partially cloudy"
39,25.6,32.7,44.8,0,0,0,14.8,1006.4,5,1,22,1464.96,13.4,143.0172737,Clear
42.1,27,34.9,36,0,0,0,18.4,1003,5,2,22,1256.4,15.1,121.8475896,Clear
44,28.1,36.3,34.5,0,0,0,15.8,1001.1,5,3,22,1252.35,15.9,115.80129,Clear
38.2,27.9,32.7,71.9,17.863,100,8.33,24.1,997.9,7,2,30,2351.13,10.3,162.4387182,"Rain, Partially cloudy"
41.6,28.1,34.8,37.6,0,0,0,16.8,1000.9,5,5,22,1308.48,13.5,124.9502656,Partially cloudy
37,24.4,31.2,70.3,21.296,100,12.5,25.5,997.9,6,0,25,2193.36,12.6,170.1009942,"Rain, Partially cloudy"
34,27.7,30.4,75.3,7.23,100,8.33,11.2,998,8,0,33,2289.12,6.3,174.1548307,"Rain, Partially cloudy"
34.7,28.8,31.4,84.5,1.045,100,4.17,11.2,998,7,1,30,2653.3,5.9,164.1446192,"Rain, Partially cloudy"
44,30.6,36.9,44.9,0,0,0,22.3,997.4,6,0,25,1656.81,13.4,129.5657554,Partially cloudy
43,32,37.6,39,0,0,0,24,995.9,6,1,25,1466.4,11,119.8704679,Partially cloudy
37.1,28.5,31.9,75.4,0.9,100,20.83,11.9,998,7,3,29,2405.26,8.6,166.0242898,"Rain, Partially cloudy"
41.6,28,34.8,52.1,0,0,0,24.1,995.2,6,3,25,1813.08,13.6,144.3621503,Partially cloudy
43,31,37.5,40.4,0,0,0,28.7,993.3,6,4,25,1515,12,122.0971121,Partially cloudy
41.2,33.4,36.9,40.5,0,0,0,22.3,995,6,5,25,1494.45,7.8,123.8563489,Partially cloudy
40,31,35.1,42.1,0,0,0,18.4,997.5,6,6,25,1477.71,9,131.3112812,Partially cloudy
33.3,26,29.1,85.5,48.37,100,12.5,16.6,998,7,4,28,2488.05,7.3,176.8455017,"Rain, Partially cloudy"
40,27.7,33.5,43.3,0,0,0,22.3,996.6,6,1,26,1450.55,12.3,138.0865246,Partially cloudy
37.1,27,32.4,48.3,0,0,0,18.4,998.5,6,2,26,1564.92,10.1,149.0360376,Partially cloudy
32.2,26,28.4,80.1,0.463,100,8.33,22.3,998,7,0,30,2274.84,6.2,184.2702291,"Rain, Partially cloudy"
41,29.7,34.7,48.9,0,0,0,23.3,1003,6,4,26,1696.83,11.3,141.4275465,Partially cloudy
41.8,29,34.8,48,0,0,0,16.6,1001.8,6,5,26,1670.4,12.8,140.0479621,Partially cloudy
40,28,33.3,44.6,2.552,100,4.17,24.3,998,6,0,26,1485.18,12,140.6906974,"Rain, Partially cloudy"
38,26.2,31.9,66.1,0,0,0,14,999,6,0,27,2108.59,11.8,165.7421269,Partially cloudy
31.6,26.8,28.1,88.5,10.149,100,12.5,14.8,998.1,7,4,30,2486.85,4.8,180.4610352,"Rain, Partially cloudy"
35.6,28,31.8,72.3,0,0,0,15.5,999.1,7,0,29,2299.14,7.6,167.0180722,Partially cloudy
37.7,29,32.8,70.1,0,0,0,18.4,997.2,7,1,29,2299.28,8.7,161.9758125,Partially cloudy
36.2,28.4,31.8,69.3,0,0,0,20.5,998.6,7,2,29,2203.74,7.8,166.9228406,Partially cloudy
34.8,27,30.1,85.2,2.977,100,16.67,18.4,998.1,8,6,32,2564.52,7.8,171.1031707,"Rain, Partially cloudy"
37.1,29,31.4,70.5,1.701,100,4.17,20.2,998.1,6,3,26,2213.7,8.1,169.0811016,"Rain, Partially cloudy"
33,26,29.2,78.1,0,0,0,18.4,996.2,7,5,29,2280.52,7,180.2619463,Partially cloudy
34,27.9,30.4,73.9,0,0,0,16.8,997.8,7,6,29,2246.56,6.1,174.348975,Partially cloudy
36,27,31.5,68.8,0,0,0,11.2,997.6,7,0,30,2167.2,9,168.3715558,Partially cloudy
36.6,27,30.5,64.7,1.701,100,4.17,20.5,998.1,6,5,24,1973.35,9.6,172.1274498,"Rain, Partially cloudy"
